self_agent,opp_agent,agreement,self_ufun_agreement,opp_ufun_agreement,number_of_steps,total_social_welfare,pareto_distance,nash_distance
AgentA,AgentB,,0,0,20,0,1.0153615994369254,1.0693887874245944
